LAUS_CODE	STATE_FIPS	COUNTY_FIPS	COUNTY	YEAR	ESTIMATED	LABOR_FORCE	EMPLOYED	UNEMPLOYED_LEVEL	UNEMPLOYED_RATE
CN0109500000000	01	095	Marshall County, AL	2018	NA	42925	41496	1429	3.3
CN0109700000000	01	097	Mobile County, AL	2018	NA	189004	180293	8711	4.6
CN0109900000000	01	099	Monroe County, AL	2018	NA	7187	6753	434	6
CN0110100000000	01	101	Montgomery County, AL	2018	NA	105953	101782	4171	3.9
CN0110300000000	01	103	Morgan County, AL	2018	NA	57158	55192	1966	3.4
CN0110500000000	01	105	Perry County, AL	2018	NA	3411	3192	219	6.4
CN0110700000000	01	107	Pickens County, AL	2018	NA	7745	7395	350	4.5
CN0110900000000	01	109	Pike County, AL	2018	NA	15260	14579	681	4.5
CN0111100000000	01	111	Randolph County, AL	2018	NA	9581	9202	379	4
CN0111300000000	01	113	Russell County, AL	2018	NA	24019	23067	952	4
CN0111500000000	01	115	St. Clair County, AL	2018	NA	40120	38742	1378	3.4
CN0111700000000	01	117	Shelby County, AL	2018	NA	114634	111425	3209	2.8
CN0111900000000	01	119	Sumter County, AL	2018	NA	4820	4543	277	5.7
CN0112100000000	01	121	Talladega County, AL	2018	NA	35332	33847	1485	4.2
CN0112300000000	01	123	Tallapoosa County, AL	2018	NA	17959	17226	733	4.1
CN0112500000000	01	125	Tuscaloosa County, AL	2018	NA	102508	98826	3682	3.6
CN0112700000000	01	127	Walker County, AL	2018	NA	25128	24078	1050	4.2
CN0112900000000	01	129	Washington County, AL	2018	NA	6711	6327	384	5.7
CN0113100000000	01	131	Wilcox County, AL	2018	NA	2756	2498	258	9.4
CN0113300000000	01	133	Winston County, AL	2018	NA	9810	9405	405	4.1
CN0201300000000	02	013	Aleutians East Borough, AK	2018	NA	2292	2222	70	3.1
CN0201600000000	02	016	Aleutians West Census Area, AK	2018	NA	3602	3477	125	3.5
CN0202000000000	02	020	Anchorage Borough/municipality, AK	2018	NA	149431	141363	8068	5.4
CN0205000000000	02	050	Bethel Census Area, AK	2018	NA	7111	6209	902	12.7
CN0206000000000	02	060	Bristol Bay Borough, AK	2018	NA	444	417	27	6.1
CN0206800000000	02	068	Denali Borough, AK	2018	NA	1057	975	82	7.8
CN0207000000000	02	070	Dillingham Census Area, AK	2018	NA	2004	1844	160	8
CN0209000000000	02	090	Fairbanks North Star Borough, AK	2018	NA	45476	42901	2575	5.7
CN0210000000000	02	100	Haines Borough, AK	2018	NA	1097	992	105	9.6
CN0210500000000	02	105	Hoonah-Angoon Census Area, AK	2018	NA	1146	1004	142	12.4
CN0211000000000	02	110	Juneau Borough/city, AK	2018	NA	17045	16305	740	4.3
CN0212200000000	02	122	Kenai Peninsula Borough, AK	2018	NA	26372	24384	1988	7.5
CN0213000000000	02	130	Ketchikan Gateway Borough, AK	2018	NA	6971	6556	415	6
CN0215000000000	02	150	Kodiak Island Borough, AK	2018	NA	6099	5744	355	5.8
CN0215800000000	02	158	Kusilvak Census Area, AK	2018	NA	2685	2160	525	19.6
CN0216400000000	02	164	Lake and Peninsula Borough, AK	2018	NA	741	660	81	10.9
CN0217000000000	02	170	Matanuska-Susitna Borough, AK	2018	NA	47728	44184	3544	7.4
CN0218000000000	02	180	Nome Census Area, AK	2018	NA	4082	3622	460	11.3
CN0218500000000	02	185	North Slope Borough, AK	2018	NA	3387	3157	230	6.8
CN0218800000000	02	188	Northwest Arctic Borough, AK	2018	NA	2916	2518	398	13.6
CN0219500000000	02	195	Petersburg Borough, AK	2018	NA	1379	1261	118	8.6
CN0219800000000	02	198	Prince of Wales-Hyder Census Area, AK	2018	NA	2872	2567	305	10.6
CN0222000000000	02	220	Sitka Borough/city, AK	2018	NA	4331	4152	179	4.1
CN0223000000000	02	230	Skagway Municipality, AK	2018	NA	830	752	78	9.4
CN0224000000000	02	240	Southeast Fairbanks Census Area, AK	2018	NA	2925	2647	278	9.5
CN0226100000000	02	261	Valdez-Cordova Census Area, AK	2018	NA	4828	4478	350	7.2
CN0227500000000	02	275	Wrangell Borough/city, AK	2018	NA	1033	962	71	6.9
CN0228200000000	02	282	Yakutat Borough/city, AK	2018	NA	246	226	20	8.1
CN0229000000000	02	290	Yukon-Koyukuk Census Area, AK	2018	NA	2536	2165	371	14.6
CN0400100000000	04	001	Apache County, AZ	2018	NA	20491	18485	2006	9.8
CN0400300000000	04	003	Cochise County, AZ	2018	NA	49482	46751	2731	5.5
CN0400500000000	04	005	Coconino County, AZ	2018	NA	76133	72001	4132	5.4
CN0400700000000	04	007	Gila County, AZ	2018	NA	21357	20133	1224	5.7
CN0400900000000	04	009	Graham County, AZ	2018	NA	14813	14071	742	5
CN0401100000000	04	011	Greenlee County, AZ	2018	NA	4263	4089	174	4.1
CN0401200000000	04	012	La Paz County, AZ	2018	NA	8896	8351	545	6.1
CN0401300000000	04	013	Maricopa County, AZ	2018	NA	2217163	2127021	90142	4.1
CN0401500000000	04	015	Mohave County, AZ	2018	NA	84938	80173	4765	5.6
CN0401700000000	04	017	Navajo County, AZ	2018	NA	40224	37173	3051	7.6
CN0401900000000	04	019	Pima County, AZ	2018	NA	484209	463057	21152	4.4
CN0402100000000	04	021	Pinal County, AZ	2018	NA	179801	170951	8850	4.9
CN0402300000000	04	023	Santa Cruz County, AZ	2018	NA	19252	17505	1747	9.1
CN0402500000000	04	025	Yavapai County, AZ	2018	NA	104598	100023	4575	4.4
CN0402700000000	04	027	Yuma County, AZ	2018	NA	96960	80735	16225	16.7
CN0500100000000	05	001	Arkansas County, AR	2018	NA	9079	8779	300	3.3
CN0500300000000	05	003	Ashley County, AR	2018	NA	7836	7425	411	5.2
CN0500500000000	05	005	Baxter County, AR	2018	NA	16398	15729	669	4.1
CN0500700000000	05	007	Benton County, AR	2018	NA	134760	130888	3872	2.9
CN0500900000000	05	009	Boone County, AR	2018	NA	15912	15361	551	3.5
CN0501100000000	05	011	Bradley County, AR	2018	NA	4486	4293	193	4.3
CN0501300000000	05	013	Calhoun County, AR	2018	NA	2445	2352	93	3.8
CN0501500000000	05	015	Carroll County, AR	2018	NA	12619	12217	402	3.2
CN0501700000000	05	017	Chicot County, AR	2018	NA	3359	3134	225	6.7
CN0501900000000	05	019	Clark County, AR	2018	NA	9700	9346	354	3.6
CN0502100000000	05	021	Clay County, AR	2018	NA	5806	5556	250	4.3
CN0502300000000	05	023	Cleburne County, AR	2018	NA	9129	8721	408	4.5
CN0502500000000	05	025	Cleveland County, AR	2018	NA	3268	3144	124	3.8
CN0502700000000	05	027	Columbia County, AR	2018	NA	9025	8603	422	4.7
CN0502900000000	05	029	Conway County, AR	2018	NA	8174	7821	353	4.3
CN0503100000000	05	031	Craighead County, AR	2018	NA	54562	52919	1643	3
CN0503300000000	05	033	Crawford County, AR	2018	NA	27004	26054	950	3.5
CN0503500000000	05	035	Crittenden County, AR	2018	NA	21204	20294	910	4.3
CN0503700000000	05	037	Cross County, AR	2018	NA	7453	7150	303	4.1
CN0503900000000	05	039	Dallas County, AR	2018	NA	2850	2730	120	4.2
CN0504100000000	05	041	Desha County, AR	2018	NA	5427	5186	241	4.4
CN0504300000000	05	043	Drew County, AR	2018	NA	7847	7468	379	4.8
CN0504500000000	05	045	Faulkner County, AR	2018	NA	62050	60058	1992	3.2
CN0504700000000	05	047	Franklin County, AR	2018	NA	7385	7125	260	3.5
CN0504900000000	05	049	Fulton County, AR	2018	NA	4823	4632	191	4
CN0505100000000	05	051	Garland County, AR	2018	NA	40826	39199	1627	4
CN0505300000000	05	053	Grant County, AR	2018	NA	8335	8079	256	3.1
CN0505500000000	05	055	Greene County, AR	2018	NA	19849	19165	684	3.4
CN0505700000000	05	057	Hempstead County, AR	2018	NA	9951	9607	344	3.5
CN0505900000000	05	059	Hot Spring County, AR	2018	NA	13967	13447	520	3.7
CN0506100000000	05	061	Howard County, AR	2018	NA	5907	5706	201	3.4
CN0506300000000	05	063	Independence County, AR	2018	NA	16301	15648	653	4
CN0506500000000	05	065	Izard County, AR	2018	NA	4874	4610	264	5.4
CN0506700000000	05	067	Jackson County, AR	2018	NA	5784	5437	347	6
CN0506900000000	05	069	Jefferson County, AR	2018	NA	28045	26595	1450	5.2
CN0507100000000	05	071	Johnson County, AR	2018	NA	10401	9932	469	4.5
CN0507300000000	05	073	Lafayette County, AR	2018	NA	2492	2365	127	5.1
CN0507500000000	05	075	Lawrence County, AR	2018	NA	6826	6562	264	3.9
CN0507700000000	05	077	Lee County, AR	2018	NA	2903	2765	138	4.8
CN0507900000000	05	079	Lincoln County, AR	2018	NA	4013	3843	170	4.2
CN0508100000000	05	081	Little River County, AR	2018	NA	5465	5182	283	5.2
CN0508300000000	05	083	Logan County, AR	2018	NA	8744	8397	347	4
CN0508500000000	05	085	Lonoke County, AR	2018	NA	34206	33131	1075	3.1
CN0508700000000	05	087	Madison County, AR	2018	NA	7351	7140	211	2.9
CN0508900000000	05	089	Marion County, AR	2018	NA	6497	6231	266	4.1
CN0509100000000	05	091	Miller County, AR	2018	NA	19535	18602	933	4.8
CN0509300000000	05	093	Mississippi County, AR	2018	NA	17358	16386	972	5.6
CN0509500000000	05	095	Monroe County, AR	2018	NA	2743	2629	114	4.2
CN0509700000000	05	097	Montgomery County, AR	2018	NA	3055	2912	143	4.7
CN0509900000000	05	099	Nevada County, AR	2018	NA	3649	3524	125	3.4
CN0510100000000	05	101	Newton County, AR	2018	NA	3305	3195	110	3.3
CN0510300000000	05	103	Ouachita County, AR	2018	NA	9767	9323	444	4.5
CN0510500000000	05	105	Perry County, AR	2018	NA	4248	4075	173	4.1
CN0510700000000	05	107	Phillips County, AR	2018	NA	6580	6185	395	6
CN0510900000000	05	109	Pike County, AR	2018	NA	4302	4129	173	4
CN0511100000000	05	111	Poinsett County, AR	2018	NA	10141	9756	385	3.8
CN0511300000000	05	113	Polk County, AR	2018	NA	8074	7745	329	4.1
CN0511500000000	05	115	Pope County, AR	2018	NA	29014	27739	1275	4.4
CN0511700000000	05	117	Prairie County, AR	2018	NA	3560	3424	136	3.8
CN0511900000000	05	119	Pulaski County, AR	2018	NA	188642	182165	6477	3.4
CN0512100000000	05	121	Randolph County, AR	2018	NA	7169	6886	283	3.9
CN0512300000000	05	123	St. Francis County, AR	2018	NA	8294	7876	418	5
CN0512500000000	05	125	Saline County, AR	2018	NA	58734	56950	1784	3
CN0512700000000	05	127	Scott County, AR	2018	NA	4393	4235	158	3.6
CN0512900000000	05	129	Searcy County, AR	2018	NA	2928	2802	126	4.3
CN0513100000000	05	131	Sebastian County, AR	2018	NA	56858	54852	2006	3.5
CN0513300000000	05	133	Sevier County, AR	2018	NA	5601	5347	254	4.5
CN0513500000000	05	135	Sharp County, AR	2018	NA	5788	5514	274	4.7
CN0513700000000	05	137	Stone County, AR	2018	NA	4793	4579	214	4.5
CN0513900000000	05	139	Union County, AR	2018	NA	15983	15113	870	5.4
CN0514100000000	05	141	Van Buren County, AR	2018	NA	5891	5583	308	5.2
CN0514300000000	05	143	Washington County, AR	2018	NA	122628	119442	3186	2.6
CN0514500000000	05	145	White County, AR	2018	NA	33643	32189	1454	4.3
CN0514700000000	05	147	Woodruff County, AR	2018	NA	2804	2673	131	4.7
CN0514900000000	05	149	Yell County, AR	2018	NA	8494	8142	352	4.1
CN0600100000000	06	001	Alameda County, CA	2018	NA	842427	816611	25816	3.1
CN0600300000000	06	003	Alpine County, CA	2018	NA	547	522	25	4.6
CN0600500000000	06	005	Amador County, CA	2018	NA	14686	14084	602	4.1
CN0600700000000	06	007	Butte County, CA	2018	NA	101932	96749	5183	5.1
CN0600900000000	06	009	Calaveras County, CA	2018	NA	21188	20329	859	4.1
CN0601100000000	06	011	Colusa County, CA	2018	NA	10861	9421	1440	13.3
CN0601300000000	06	013	Contra Costa County, CA	2018	NA	560913	542812	18101	3.2
CN0601500000000	06	015	Del Norte County, CA	2018	NA	9722	9163	559	5.7
CN0601700000000	06	017	El Dorado County, CA	2018	NA	91131	87804	3327	3.7
CN0601900000000	06	019	Fresno County, CA	2018	NA	446744	412795	33949	7.6
CN0602100000000	06	021	Glenn County, CA	2018	NA	12782	11938	844	6.6
CN0602300000000	06	023	Humboldt County, CA	2018	NA	62605	60329	2276	3.6
CN0602500000000	06	025	Imperial County, CA	2018	NA	71243	57811	13432	18.9
CN0602700000000	06	027	Inyo County, CA	2018	NA	8712	8371	341	3.9
CN0602900000000	06	029	Kern County, CA	2018	NA	386234	354890	31344	8.1
CN0603100000000	06	031	Kings County, CA	2018	NA	57568	53018	4550	7.9
CN0603300000000	06	033	Lake County, CA	2018	NA	29105	27558	1547	5.3
CN0603500000000	06	035	Lassen County, CA	2018	NA	9866	9388	478	4.8
CN0603700000000	06	037	Los Angeles County, CA	2018	NA	5095504	4860309	235195	4.6
CN0603900000000	06	039	Madera County, CA	2018	NA	61331	56955	4376	7.1
CN0604100000000	06	041	Marin County, CA	2018	NA	139858	136433	3425	2.4
CN0604300000000	06	043	Mariposa County, CA	2018	NA	7659	7248	411	5.4
CN0604500000000	06	045	Mendocino County, CA	2018	NA	39500	37913	1587	4
CN0604700000000	06	047	Merced County, CA	2018	NA	115380	105638	9742	8.4
CN0604900000000	06	049	Modoc County, CA	2018	NA	3159	2919	240	7.6
CN0605100000000	06	051	Mono County, CA	2018	NA	8435	8092	343	4.1
CN0605300000000	06	053	Monterey County, CA	2018	NA	222156	207917	14239	6.4
CN0605500000000	06	055	Napa County, CA	2018	NA	73861	71664	2197	3
CN0605700000000	06	057	Nevada County, CA	2018	NA	48618	46904	1714	3.5
CN0605900000000	06	059	Orange County, CA	2018	NA	1617879	1569753	48126	3
CN0606100000000	06	061	Placer County, CA	2018	NA	185830	179858	5972	3.2
CN0606300000000	06	063	Plumas County, CA	2018	NA	7823	7228	595	7.6
CN0606500000000	06	065	Riverside County, CA	2018	NA	1091375	1042673	48702	4.5
CN0606700000000	06	067	Sacramento County, CA	2018	NA	704967	677544	27423	3.9
CN0606900000000	06	069	San Benito County, CA	2018	NA	31236	29644	1592	5.1
CN0607100000000	06	071	San Bernardino County, CA	2018	NA	956083	916705	39378	4.1
CN0607300000000	06	073	San Diego County, CA	2018	NA	1581525	1528064	53461	3.4
CN0607500000000	06	075	San Francisco County/city, CA	2018	NA	569323	555609	13714	2.4
CN0607700000000	06	077	San Joaquin County, CA	2018	NA	324531	304620	19911	6.1
CN0607900000000	06	079	San Luis Obispo County, CA	2018	NA	140257	136020	4237	3
CN0608100000000	06	081	San Mateo County, CA	2018	NA	449479	439322	10157	2.3
CN0608300000000	06	083	Santa Barbara County, CA	2018	NA	215479	206909	8570	4
CN0608500000000	06	085	Santa Clara County, CA	2018	NA	1043641	1015929	27712	2.7
CN0608700000000	06	087	Santa Cruz County, CA	2018	NA	141429	134349	7080	5
CN0608900000000	06	089	Shasta County, CA	2018	NA	73978	70254	3724	5
CN0609100000000	06	091	Sierra County, CA	2018	NA	1279	1201	78	6.1
CN0609300000000	06	093	Siskiyou County, CA	2018	NA	17383	16205	1178	6.8
CN0609500000000	06	095	Solano County, CA	2018	NA	209280	200997	8283	4
CN0609700000000	06	097	Sonoma County, CA	2018	NA	260893	253626	7267	2.8
CN0609900000000	06	099	Stanislaus County, CA	2018	NA	243356	227524	15832	6.5
CN0610100000000	06	101	Sutter County, CA	2018	NA	44890	41449	3441	7.7
CN0610300000000	06	103	Tehama County, CA	2018	NA	25517	24046	1471	5.8
CN0610500000000	06	105	Trinity County, CA	2018	NA	4680	4410	270	5.8
CN0610700000000	06	107	Tulare County, CA	2018	NA	203267	183303	19964	9.8
CN0610900000000	06	109	Tuolumne County, CA	2018	NA	21212	20217	995	4.7
CN0611100000000	06	111	Ventura County, CA	2018	NA	423557	407278	16279	3.8
CN0611300000000	06	113	Yolo County, CA	2018	NA	107666	103019	4647	4.3
CN0611500000000	06	115	Yuba County, CA	2018	NA	29275	27381	1894	6.5
CN0800100000000	08	001	Adams County, CO	2018	NA	269228	260239	8989	3.3
CN0800300000000	08	003	Alamosa County, CO	2018	NA	8566	8232	334	3.9
CN0800500000000	08	005	Arapahoe County, CO	2018	NA	360142	349003	11139	3.1
CN0800700000000	08	007	Archuleta County, CO	2018	NA	6869	6640	229	3.3
CN0800900000000	08	009	Baca County, CO	2018	NA	2172	2133	39	1.8
CN0801100000000	08	011	Bent County, CO	2018	NA	1907	1847	60	3.1
CN0801300000000	08	013	Boulder County, CO	2018	NA	192810	187527	5283	2.7
CN0801400000000	08	014	Broomfield County/city, CO	2018	NA	39581	38465	1116	2.8
CN0801500000000	08	015	Chaffee County, CO	2018	NA	9620	9369	251	2.6
CN0801700000000	08	017	Cheyenne County, CO	2018	NA	1140	1120	20	1.8
CN0801900000000	08	019	Clear Creek County, CO	2018	NA	5977	5802	175	2.9
CN0802100000000	08	021	Conejos County, CO	2018	NA	4098	3930	168	4.1
CN0802300000000	08	023	Costilla County, CO	2018	NA	1841	1762	79	4.3
CN0802500000000	08	025	Crowley County, CO	2018	NA	1493	1430	63	4.2
CN0802700000000	08	027	Custer County, CO	2018	NA	2083	2009	74	3.6
CN0802900000000	08	029	Delta County, CO	2018	NA	14412	13852	560	3.9
CN0803100000000	08	031	Denver County/city, CO	2018	NA	411594	399026	12568	3.1
CN0803300000000	08	033	Dolores County, CO	2018	NA	1148	1116	32	2.8
CN0803500000000	08	035	Douglas County, CO	2018	NA	191729	186463	5266	2.7
CN0803700000000	08	037	Eagle County, CO	2018	NA	36137	35195	942	2.6
CN0803900000000	08	039	Elbert County, CO	2018	NA	15034	14628	406	2.7
CN0804100000000	08	041	El Paso County, CO	2018	NA	335225	322516	12709	3.8
CN0804300000000	08	043	Fremont County, CO	2018	NA	15054	14295	759	5
CN0804500000000	08	045	Garfield County, CO	2018	NA	32376	31380	996	3.1
CN0804700000000	08	047	Gilpin County, CO	2018	NA	3724	3633	91	2.4
CN0804900000000	08	049	Grand County, CO	2018	NA	9912	9656	256	2.6
CN0805100000000	08	051	Gunnison County, CO	2018	NA	11349	11076	273	2.4
CN0805300000000	08	053	Hinsdale County, CO	2018	NA	444	432	12	2.7
CN0805500000000	08	055	Huerfano County, CO	2018	NA	2584	2419	165	6.4
CN0805700000000	08	057	Jackson County, CO	2018	NA	989	963	26	2.6
CN0805900000000	08	059	Jefferson County, CO	2018	NA	330997	321346	9651	2.9
CN0806100000000	08	061	Kiowa County, CO	2018	NA	944	927	17	1.8
CN0806300000000	08	063	Kit Carson County, CO	2018	NA	4292	4207	85	2
CN0806500000000	08	065	Lake County, CO	2018	NA	4801	4678	123	2.6
CN0806700000000	08	067	La Plata County, CO	2018	NA	32278	31354	924	2.9
CN0806900000000	08	069	Larimer County, CO	2018	NA	201302	195848	5454	2.7
CN0807100000000	08	071	Las Animas County, CO	2018	NA	6553	6256	297	4.5
CN0807300000000	08	073	Lincoln County, CO	2018	NA	2460	2402	58	2.4
CN0807500000000	08	075	Logan County, CO	2018	NA	11216	10913	303	2.7
CN0807700000000	08	077	Mesa County, CO	2018	NA	75614	72652	2962	3.9
CN0807900000000	08	079	Mineral County, CO	2018	NA	511	498	13	2.5
CN0808100000000	08	081	Moffat County, CO	2018	NA	7435	7171	264	3.6
CN0808300000000	08	083	Montezuma County, CO	2018	NA	12982	12379	603	4.6
CN0808500000000	08	085	Montrose County, CO	2018	NA	21631	20861	770	3.6
CN0808700000000	08	087	Morgan County, CO	2018	NA	16352	15892	460	2.8
CN0808900000000	08	089	Otero County, CO	2018	NA	8401	7990	411	4.9
CN0809100000000	08	091	Ouray County, CO	2018	NA	2387	2307	80	3.4
CN0809300000000	08	093	Park County, CO	2018	NA	11031	10729	302	2.7
CN0809500000000	08	095	Phillips County, CO	2018	NA	2594	2546	48	1.9
CN0809700000000	08	097	Pitkin County, CO	2018	NA	11234	10821	413	3.7
CN0809900000000	08	099	Prowers County, CO	2018	NA	6288	6087	201	3.2
CN0810100000000	08	101	Pueblo County, CO	2018	NA	75547	72004	3543	4.7
CN0810300000000	08	103	Rio Blanco County, CO	2018	NA	2940	2820	120	4.1
CN0810500000000	08	105	Rio Grande County, CO	2018	NA	5425	5167	258	4.8
CN0810700000000	08	107	Routt County, CO	2018	NA	16238	15815	423	2.6
CN0810900000000	08	109	Saguache County, CO	2018	NA	3535	3374	161	4.6
CN0811100000000	08	111	San Juan County, CO	2018	NA	523	508	15	2.9
CN0811300000000	08	113	San Miguel County, CO	2018	NA	5563	5377	186	3.3
CN0811500000000	08	115	Sedgwick County, CO	2018	NA	1189	1159	30	2.5
CN0811700000000	08	117	Summit County, CO	2018	NA	22506	22030	476	2.1
CN0811900000000	08	119	Teller County, CO	2018	NA	12542	12096	446	3.6
CN0812100000000	08	121	Washington County, CO	2018	NA	3055	2982	73	2.4
CN0812300000000	08	123	Weld County, CO	2018	NA	165053	160252	4801	2.9
CN0812500000000	08	125	Yuma County, CO	2018	NA	6009	5893	116	1.9
CN0900100000000	09	001	Fairfield County, CT	2018	NA	479179	460045	19134	4
CN0900300000000	09	003	Hartford County, CT	2018	NA	478660	458138	20522	4.3
CN0900500000000	09	005	Litchfield County, CT	2018	NA	104604	100568	4036	3.9
CN0900700000000	09	007	Middlesex County, CT	2018	NA	92811	89517	3294	3.5
CN0900900000000	09	009	New Haven County, CT	2018	NA	458799	438485	20314	4.4
CN0901100000000	09	011	New London County, CT	2018	NA	136856	131394	5462	4
CN0901300000000	09	013	Tolland County, CT	2018	NA	86174	83055	3119	3.6
CN0901500000000	09	015	Windham County, CT	2018	NA	63584	60689	2895	4.6
CN1000100000000	10	001	Kent County, DE	2018	NA	78063	74802	3261	4.2
CN1000300000000	10	003	New Castle County, DE	2018	NA	297784	286811	10973	3.7
CN1000500000000	10	005	Sussex County, DE	2018	NA	105928	101930	3998	3.8
CN1100100000000	11	001	District of Columbia	2018	NA	404739	381703	23036	5.7
CN1200100000000	12	001	Alachua County, FL	2018	NA	137170	132623	4547	3.3
CN1200300000000	12	003	Baker County, FL	2018	NA	11631	11225	406	3.5
CN1200500000000	12	005	Bay County, FL	2018	NA	87904	84286	3618	4.1
CN1200700000000	12	007	Bradford County, FL	2018	NA	11132	10751	381	3.4
CN1200900000000	12	009	Brevard County, FL	2018	NA	276377	266476	9901	3.6
CN1201100000000	12	011	Broward County, FL	2018	NA	1031169	995853	35316	3.4
CN1201300000000	12	013	Calhoun County, FL	2018	NA	4938	4725	213	4.3
CN1201500000000	12	015	Charlotte County, FL	2018	NA	70712	67821	2891	4.1
CN1201700000000	12	017	Citrus County, FL	2018	NA	47451	44929	2522	5.3
CN1201900000000	12	019	Clay County, FL	2018	NA	105706	102156	3550	3.4
CN1202100000000	12	021	Collier County, FL	2018	NA	177521	171288	6233	3.5
CN1202300000000	12	023	Columbia County, FL	2018	NA	29385	28259	1126	3.8
CN1202700000000	12	027	DeSoto County, FL	2018	NA	13694	13145	549	4
CN1202900000000	12	029	Dixie County, FL	2018	NA	5772	5526	246	4.3
CN1203100000000	12	031	Duval County, FL	2018	NA	482972	465288	17684	3.7
CN1203300000000	12	033	Escambia County, FL	2018	NA	142919	137719	5200	3.6
CN1203500000000	12	035	Flagler County, FL	2018	NA	46602	44659	1943	4.2
CN1203700000000	12	037	Franklin County, FL	2018	NA	4720	4553	167	3.5
CN1203900000000	12	039	Gadsden County, FL	2018	NA	18356	17506	850	4.6
CN1204100000000	12	041	Gilchrist County, FL	2018	NA	7021	6753	268	3.8
CN1204300000000	12	043	Glades County, FL	2018	NA	5221	5012	209	4
CN1204500000000	12	045	Gulf County, FL	2018	NA	5991	5719	272	4.5
CN1204700000000	12	047	Hamilton County, FL	2018	NA	4366	4181	185	4.2
CN1204900000000	12	049	Hardee County, FL	2018	NA	8797	8332	465	5.3
CN1205100000000	12	051	Hendry County, FL	2018	NA	15609	14639	970	6.2
CN1205300000000	12	053	Hernando County, FL	2018	NA	70560	67306	3254	4.6
CN1205500000000	12	055	Highlands County, FL	2018	NA	36444	34647	1797	4.9
